path,timestamp,generated,future_path,future_timestamp,future_label,future_avg_reflectivity
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:00,2021-09-17 00-00-48,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:03,2021-09-17 00-03-34,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:10,2021-09-17 00-10-31,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:13,2021-09-17 00-13-18,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:20,2021-09-17 00-20-15,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:23,2021-09-17 00-23-43,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:30,2021-09-17 00-30-40,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:33,2021-09-17 00-33-26,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:40,2021-09-17 00-40-24,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:43,2021-09-17 00-43-52,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:50,2021-09-17 00-50-50,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T00:53,2021-09-17 00-53-36,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:00,2021-09-17 01-00-34,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:03,2021-09-17 01-03-21,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:10,2021-09-17 01-10-18,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:13,2021-09-17 01-13-46,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:20,2021-09-17 01-20-44,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:23,2021-09-17 01-23-30,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:30,2021-09-17 01-30-27,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:33,2021-09-17 01-33-55,False,,,,
2021/2021 T9 (17-24) Pro-Raw(thieu_data)/17/2021-09-17T01:40,2021-09-17 01-40-52,False,,,,
