path,timestamp,generated,future_path,future_timestamp,future_label,future_avg_reflectivity
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:00,2022-09-01 00-00-16,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:01,2022-09-01 00-01-38,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:10,2022-09-01 00-10-31,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:11,2022-09-01 00-11-12,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:20,2022-09-01 00-20-45,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:21,2022-09-01 00-21-26,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:30,2022-09-01 00-30-18,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:31,2022-09-01 00-31-40,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:40,2022-09-01 00-40-32,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:41,2022-09-01 00-41-12,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:50,2022-09-01 00-50-05,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T00:51,2022-09-01 00-51-27,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:00,2022-09-01 01-00-19,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:01,2022-09-01 01-01-42,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:10,2022-09-01 01-10-34,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:11,2022-09-01 01-11-14,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:20,2022-09-01 01-20-47,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:21,2022-09-01 01-21-28,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:30,2022-09-01 01-30-20,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:31,2022-09-01 01-31-42,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:40,2022-09-01 01-40-34,False,,,,
2022/Pro- Raw (01-19) T9-2022/01/2022-09-01T01:41,2022-09-01 01-41-15,False,,,,
