path,timestamp,generated,future_path,future_timestamp,future_label,future_avg_reflectivity
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:00,2023-05-09 00-00-32,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:03,2023-05-09 00-03-15,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:10,2023-05-09 00-10-22,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:13,2023-05-09 00-13-46,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:20,2023-05-09 00-20-11,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:23,2023-05-09 00-23-35,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:30,2023-05-09 00-30-42,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:33,2023-05-09 00-33-26,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:40,2023-05-09 00-40-34,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:43,2023-05-09 00-43-18,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:50,2023-05-09 00-50-24,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T00:53,2023-05-09 00-53-08,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:00,2023-05-09 01-00-14,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:03,2023-05-09 01-03-38,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:10,2023-05-09 01-10-45,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:13,2023-05-09 01-13-28,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:20,2023-05-09 01-20-34,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:23,2023-05-09 01-23-18,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:30,2023-05-09 01-30-25,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:33,2023-05-09 01-33-08,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:40,2023-05-09 01-40-16,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:43,2023-05-09 01-43-40,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:50,2023-05-09 01-50-47,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T01:53,2023-05-09 01-53-31,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T02:00,2023-05-09 02-00-38,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T02:03,2023-05-09 02-03-22,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T02:10,2023-05-09 02-10-26,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T02:13,2023-05-09 02-13-10,False,,,,
2023/Pro-Raw (09-15)-T5-2023 NHBE/09/2023-05-09T02:20,2023-05-09 02-20-15,False,,,,
