epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.65625,0.8675651550292969,,
0,99,,,0.5625,0.9718313217163086,,
0,149,,,0.46875,0.8726139068603516,,
0,199,,,0.40625,1.097813606262207,,
0,249,,,0.6875,0.8311028480529785,,
0,299,,,0.5,0.9158782958984375,,
0,349,,,0.78125,0.7207479476928711,,
0,399,,,0.53125,0.8670196533203125,,
0,449,,,0.71875,0.6324214935302734,,
0,499,,,0.59375,0.9681816101074219,,
0,549,,,0.625,0.8387727737426758,,
0,599,,,0.53125,0.9174270629882812,,
0,649,,,0.71875,0.7649154663085938,,
0,699,,,0.625,0.8942456245422363,,
0,749,,,0.625,1.0162806510925293,,
0,799,,,0.59375,1.0250358581542969,,
0,849,,,0.5625,0.870640754699707,,
0,899,,,0.59375,1.098099708557129,,
0,949,,,0.71875,0.8110809326171875,,
0,999,,,0.625,0.8969931602478027,,
0,1049,,,0.53125,0.9364242553710938,,
0,1099,,,0.5,0.7253210544586182,,
0,1149,,,0.65625,0.8366272449493408,,
0,1199,,,0.625,0.7330927848815918,,
0,1249,,,0.59375,0.9657907485961914,,
0,1299,,,0.625,0.9844980239868164,,
0,1349,,,0.625,0.7194080352783203,,
0,1399,,,0.65625,0.8111586570739746,,
0,1449,,,0.65625,0.7504854202270508,,
0,1499,,,0.625,0.6540253162384033,,
0,1549,,,0.5625,0.927807092666626,,
0,1599,,,0.59375,0.7917740345001221,,
0,1649,,,0.75,0.6491575241088867,,
0,1699,,,0.6875,0.8075237274169922,,
0,1749,,,0.65625,0.7661361694335938,,
0,1799,,,0.6875,0.795281171798706,,
0,1849,,,0.6875,0.7739505767822266,,
0,1899,,,0.5625,1.027073860168457,,
0,1949,,,0.59375,0.919611930847168,,
0,1999,,,0.59375,0.8690071105957031,,
0,2049,,,0.6875,0.7172727584838867,,
0,2099,,,0.75,0.7505717277526855,,
0,2149,,,0.71875,0.641057014465332,,
0,2199,,,0.625,0.9807634353637695,,
0,2249,,,0.4375,1.0968208312988281,,
0,2299,,,0.59375,0.9041380882263184,,
0,2349,,,0.78125,0.6831578016281128,,
0,2399,,,0.6875,0.7841925621032715,,
0,2449,,,0.65625,0.8081510066986084,,
0,2499,,,0.625,0.7451913356781006,,
0,2549,,,0.71875,0.7965469360351562,,
0,2599,,,0.46875,0.9870481491088867,,
0,2649,,,0.75,0.673314094543457,,
0,2699,,,0.8125,0.6373014450073242,,
0,2749,,,0.625,0.8987569808959961,,
0,2799,,,0.71875,0.6417379379272461,,
0,2849,,,0.53125,0.8512907028198242,,
0,2899,,,0.625,0.8108253479003906,,
0,2949,,,0.5625,0.8452780246734619,,
0,2999,,,0.59375,0.9222912788391113,,
0,3049,,,0.6875,0.7230825424194336,,
0,3099,,,0.8125,0.7224521636962891,,
0,3126,,,,,0.6367124915122986,0.8431591391563416
0,3149,,,0.6875,0.810795783996582,,
0,3199,,,0.65625,0.8623242378234863,,
0,3249,,,0.625,0.8889939785003662,,
0,3299,,,0.59375,0.8704075813293457,,
0,3349,,,0.625,0.7686569690704346,,
0,3399,,,0.5625,0.7790439128875732,,
0,3449,,,0.78125,0.6623783111572266,,
0,3499,,,0.5625,0.8308570384979248,,
0,3549,,,0.6875,0.7494792938232422,,
0,3599,,,0.59375,0.9460468292236328,,
0,3649,,,0.53125,0.847936749458313,,
0,3699,,,0.6875,0.7841119766235352,,
0,3749,,,0.625,0.6985170841217041,,
0,3799,,,0.6875,0.8332920074462891,,
0,3849,,,0.6875,0.7216225862503052,,
0,3899,,,0.6875,0.5619091987609863,,
0,3949,,,0.65625,0.8503186702728271,,
0,3999,,,0.53125,0.965327262878418,,
0,4049,,,0.59375,0.8952641487121582,,
0,4099,,,0.75,0.7237224578857422,,
0,4149,,,0.5625,1.0520336627960205,,
0,4199,,,0.6875,0.8702754974365234,,
0,4249,,,0.875,0.5287319421768188,,
0,4299,,,0.625,0.6894023418426514,,
0,4349,,,0.6875,0.712285041809082,,
0,4399,,,0.625,0.6786251068115234,,
0,4449,,,0.75,0.773270845413208,,
0,4499,,,0.625,0.7322564125061035,,
0,4549,,,0.65625,0.6659648418426514,,
0,4599,,,0.75,0.7158427238464355,,
0,4649,,,0.75,0.6257268190383911,,
0,4699,,,0.875,0.4677004814147949,,
0,4749,,,0.59375,1.0147855281829834,,
0,4799,,,0.75,0.7189192771911621,,
0,4849,,,0.8125,0.5777924060821533,,
0,4899,,,0.71875,0.6388657093048096,,
0,4949,,,0.59375,1.0097432136535645,,
0,4999,,,0.78125,0.7700386047363281,,
0,5049,,,0.6875,0.6836028099060059,,
0,5099,,,0.6875,0.7922307252883911,,
0,5149,,,0.53125,0.8552706241607666,,
0,5199,,,0.65625,0.7574059963226318,,
0,5249,,,0.625,0.9308209419250488,,
0,5299,,,0.625,0.8258332014083862,,
0,5349,,,0.84375,0.7080144882202148,,
0,5399,,,0.8125,0.538153886795044,,
0,5449,,,0.75,0.7545337677001953,,
0,5499,,,0.6875,0.7721958160400391,,
0,5549,,,0.6875,0.6896777153015137,,
0,5599,,,0.59375,0.6619067192077637,,
0,5649,,,0.65625,0.6657238006591797,,
0,5699,,,0.8125,0.5463360548019409,,
0,5749,,,0.59375,0.9570932388305664,,
0,5799,,,0.53125,1.006554365158081,,
0,5849,,,0.65625,0.8296911716461182,,
0,5899,,,0.6875,0.8588769435882568,,
0,5949,,,0.71875,0.6178429126739502,,
0,5999,,,0.59375,0.9130464792251587,,
0,6049,,,0.59375,0.8096387386322021,,
0,6099,,,0.75,0.8195936679840088,,
0,6149,,,0.625,0.8594558238983154,,
0,6199,,,0.59375,0.9637924432754517,,
0,6249,,,0.78125,0.6443285942077637,,
0,6253,,,,,0.6830028891563416,0.7502412796020508
1,6299,,,0.84375,0.5216770172119141,,
1,6349,,,0.8125,0.42373716831207275,,
1,6399,,,0.59375,0.8373284339904785,,
1,6449,,,0.6875,0.6959456205368042,,
1,6499,,,0.65625,0.8217390775680542,,
1,6549,,,0.6875,0.7396783828735352,,
1,6599,,,0.59375,0.7932858467102051,,
1,6649,,,0.75,0.5506354570388794,,
1,6699,,,0.65625,0.6849589347839355,,
1,6749,,,0.625,0.7098232507705688,,
1,6799,,,0.75,0.6577588319778442,,
1,6849,,,0.8125,0.5195236206054688,,
1,6899,,,0.75,0.5783276557922363,,
1,6949,,,0.6875,0.7788474559783936,,
1,6999,,,0.8125,0.5291495323181152,,
1,7049,,,0.53125,0.7806396484375,,
1,7099,,,0.75,0.6300613880157471,,
1,7149,,,0.71875,0.640887975692749,,
1,7199,,,0.6875,0.7157125473022461,,
1,7249,,,0.8125,0.44522809982299805,,
1,7299,,,0.84375,0.48587459325790405,,
1,7349,,,0.78125,0.6370691061019897,,
1,7399,,,0.59375,0.9631500244140625,,
1,7449,,,0.625,0.7712841033935547,,
1,7499,,,0.75,0.6677117347717285,,
1,7549,,,0.75,0.7434672117233276,,
1,7599,,,0.5625,0.9581471085548401,,
1,7649,,,0.75,0.728999137878418,,
1,7699,,,0.71875,0.6377336978912354,,
1,7749,,,0.8125,0.677168607711792,,
1,7799,,,0.75,0.7187185287475586,,
1,7849,,,0.65625,0.6161599159240723,,
1,7899,,,0.71875,0.6376021504402161,,
1,7949,,,0.78125,0.6082098484039307,,
1,7999,,,0.71875,0.738283634185791,,
1,8049,,,0.6875,0.7227930426597595,,
1,8099,,,0.75,0.8008541464805603,,
1,8149,,,0.75,0.6825065612792969,,
1,8199,,,0.71875,0.7043056488037109,,
1,8249,,,0.6875,0.6994590759277344,,
1,8299,,,0.6875,0.5817451477050781,,
1,8349,,,0.65625,0.776839017868042,,
1,8399,,,0.6875,0.6032087802886963,,
1,8449,,,0.6875,0.6620736122131348,,
1,8499,,,0.625,0.7807613611221313,,
1,8549,,,0.5625,0.835823655128479,,
1,8599,,,0.75,0.6276723146438599,,
1,8649,,,0.6875,0.649169921875,,
1,8699,,,0.625,0.6321697235107422,,
1,8749,,,0.75,0.7202392816543579,,
1,8799,,,0.78125,0.5194013118743896,,
1,8849,,,0.625,0.6788723468780518,,
1,8899,,,0.71875,0.6335073709487915,,
1,8949,,,0.84375,0.4998435974121094,,
1,8999,,,0.6875,0.6675542593002319,,
1,9049,,,0.65625,0.609891414642334,,
1,9099,,,0.71875,0.8675682544708252,,
1,9149,,,0.75,0.5476707220077515,,
1,9199,,,0.6875,0.7561850547790527,,
1,9249,,,0.84375,0.4846993684768677,,
1,9299,,,0.75,0.6357076168060303,,
1,9349,,,0.65625,0.6564443111419678,,
1,9381,,,,,0.6916373372077942,0.7372732758522034
1,9399,,,0.625,0.799384593963623,,
1,9449,,,0.71875,0.5882216691970825,,
1,9499,,,0.78125,0.5780833959579468,,
1,9549,,,0.78125,0.5765725374221802,,
1,9599,,,0.71875,0.6155678033828735,,
1,9649,,,0.65625,0.8611495494842529,,
1,9699,,,0.65625,0.639370322227478,,
1,9749,,,0.625,0.6805972456932068,,
1,9799,,,0.75,0.5948144197463989,,
1,9849,,,0.75,0.726395845413208,,
1,9899,,,0.6875,0.7188068628311157,,
1,9949,,,0.59375,0.9788045883178711,,
1,9999,,,0.78125,0.5305819511413574,,
1,10049,,,0.65625,0.8221238851547241,,
1,10099,,,0.8125,0.6714167594909668,,
1,10149,,,0.84375,0.3766498565673828,,
1,10199,,,0.65625,0.7074519395828247,,
1,10249,,,0.8125,0.5490075349807739,,
1,10299,,,0.65625,0.6288721561431885,,
1,10349,,,0.75,0.6055126190185547,,
1,10399,,,0.71875,0.6556050777435303,,
1,10449,,,0.65625,0.709894061088562,,
1,10499,,,0.6875,0.8903546333312988,,
1,10549,,,0.75,0.7824304103851318,,
1,10599,,,0.59375,0.6714482307434082,,
1,10649,,,0.78125,0.5837547779083252,,
1,10699,,,0.875,0.48441386222839355,,
1,10749,,,0.8125,0.5200594663619995,,
